id,access,exit,bonus
545039049261388,NA,NA,0.52
904428823906052,NA,NA,0.6
587725043412010,NA,NA,0.7
202992365325150,NA,NA,0.62
767822008259226,NA,NA,0.5
257720048875468,NA,NA,0.54
