id,access,exit,bonus
643178983881659,NA,NA,0.84
452366663639691,NA,NA,0.86
354916653011942,NA,NA,0.66
192645073808987,NA,NA,0.64
504690807835633,NA,NA,1
111078028335789,NA,NA,0
