id,access,exit,bonus
164904504897992,NA,NA,0.56
908506510660483,NA,NA,0.56
660316646612020,NA,NA,0.56
883427219813613,NA,NA,0.56
575717973074908,NA,NA,0
594535810363205,NA,NA,0
