id,access,exit,bonus
533497666028556,NA,NA,0.92
261578744073349,NA,NA,0.68
919965818284923,NA,NA,1.32
936643998527958,NA,NA,0.84
441162984721040,NA,NA,0.78
498109119843347,NA,NA,0
