id,access,exit,bonus
222948317560377,NA,NA,0.04
17738079896904,NA,NA,0.62
710992818480105,NA,NA,0.5
492644461364762,NA,NA,0.56
855480923028480,NA,NA,0.62
278327347049653,NA,NA,0.6
