id,access,exit,bonus
29162975323031,NA,NA,80
489733440180579,NA,NA,220
644999508954149,NA,NA,0
853089083824216,NA,NA,180
58078865702713,NA,NA,80
380978758989060,NA,NA,160
331077450802808,NA,NA,120
358913022681786,NA,NA,0
