id,access,exit,bonus
849165067252392,NA,NA,0.66
64966785732525,NA,NA,0.52
473086805744289,NA,NA,0.5
196562736592300,NA,NA,0.68
355533239755339,NA,NA,0.6
494127124354426,NA,NA,0.52
