id,access,exit,bonus
407311497559338,NA,NA,1.26
714332748096129,NA,NA,1.34
146332938656174,NA,NA,0.96
187069807196684,NA,NA,0.94
833486057300798,NA,NA,1.14
598141959844237,NA,NA,0
