id,access,exit,bonus
433477553495063,NA,NA,0
653081077793386,NA,NA,0.66
605781315091017,NA,NA,1.06
512546337841413,NA,NA,0.88
159907893222465,NA,NA,0.66
564805737323477,NA,NA,1.14
