id,access,exit,bonus
530345927530827,NA,NA,0.58
496615054859210,NA,NA,0.5
901153376107250,NA,NA,0.6
489889399440074,NA,NA,0.62
149678855270229,NA,NA,0.56
902163209933334,NA,NA,0.5
