id,access,exit,bonus
865563422630441,NA,NA,0.32
10679656956073,NA,NA,0.04
292461238323997,NA,NA,0.04
872941239283130,NA,NA,0.12
740135034799660,NA,NA,0.26
932758824068730,NA,NA,0.42
