id,access,exit,bonus
955163175666138,NA,NA,0
669613876615893,NA,NA,0.52
546871272604476,NA,NA,0.5
198222750128204,NA,NA,0.66
809853055700820,NA,NA,0.56
150890001512383,NA,NA,0
