id,access,exit,bonus
392324714650561,NA,NA,0.82
747372174643009,NA,NA,0.54
473193375303177,NA,NA,0.52
416649484354845,NA,NA,0.76
953368721919819,NA,NA,0.56
25763006931944,NA,NA,0
